X,Y,FID,Mode,Source,Route,Direction,Stop_Code,Stop,Lat,Lon,Weekdays_O,Weekdays_1,Saturdays_,Saturdays1,Sundays_On,Sundays_Of
-8361711.45341505,4869910.96139718,11101,Bus,APC,82,Westbound,23300,Roosevelt Blvd & Bingham St,40.027305,-75.114532,24,23,9,31,11,28
-8361195.93285319,4870057.9370404,11102,Bus,APC,82,Westbound,23301,Roosevelt Blvd & F St,40.028316,-75.109901,43,43,41,22,26,15
-8362243.11530308,4869807.30926126,11103,Bus,APC,82,Westbound,23302,Roosevelt Blvd & B St,40.026592,-75.119308,3,9,3,8,1,8
-8363487.33325167,4869537.20822402,11104,Bus,APC,82,Westbound,23303,Roosevelt Blvd & 4th St,40.024734,-75.130485,33,32,20,28,22,20
-8364690.80826664,4868987.14360364,11105,Bus,APC,82,Westbound,23304,Roosevelt Blvd & 10th St,40.02095,-75.141296,4,9,0,6,3,8
-8365382.10230447,4868689.3015764,11106,Bus,APC,82,Westbound,23305,Roosevelt Blvd & Old York Rd - FS,40.018901,-75.147506,5,29,2,27,3,22
-8358766.05100815,4870044.56231215,11107,Bus,APC,82,Westbound,23592,Pratt St & Castor Av,40.028224,-75.088073,12,11,13,1,9,2
-8357994.0503395,4869480.0779999,11108,Bus,APC,82,Westbound,23594,Pratt St & Saul St,40.024341,-75.081138,28,1,20,1,18,0
-8358151.2334605,4869597.10082251,11109,Bus,APC,82,Westbound,23595,Pratt St & Oakland St,40.025146,-75.08255,26,13,27,5,18,5
-8358383.89119626,4869765.15091842,11110,Bus,APC,82,Westbound,23596,Pratt St & Oxford Av,40.026302,-75.08464,62,32,54,22,45,21
-8358523.15187924,4869867.20349097,11111,Bus,APC,82,Westbound,23597,Pratt St & Large St,40.027004,-75.085891,20,13,12,6,7,5
-8358645.49199962,4869954.28336828,11112,Bus,APC,82,Westbound,23598,Pratt St & Rutland St,40.027603,-75.08699,5,8,2,6,4,1
-8358887.50057261,4870132.8067762,11113,Bus,APC,82,Westbound,23599,Pratt St & Roosevelt Blvd,40.028831,-75.089164,25,12,29,15,24,7
-8369683.82138719,4868636.10086732,11114,Bus,APC,82,Westbound,24728,Midvale Av & McMichael St,40.018535,-75.186149,4,1,0,0,0,0
-8370125.42580717,4868195.8250768,11115,Bus,APC,82,Westbound,24729,Midvale Av & Vaux St - FS,40.015506,-75.190116,0,0,0,0,0,2
-8370317.45192879,4868020.09813624,11116,Bus,APC,82,Westbound,24730,Midvale Av & Warden Dr,40.014297,-75.191841,0,0,2,1,0,2
-8370445.69198218,4867628.68446951,11117,Bus,APC,82,Westbound,24731,Midvale Av & Cresson St - FS,40.011604,-75.192993,0,0,0,3,0,1
-8369031.60049063,4867355.29997722,11118,Bus,APC,82,Westbound,25819,Roberts Av & Henry Av,40.009723,-75.18029,0,10,0,10,0,6
-8369545.45126013,4868453.09842132,11119,Bus,APC,82,Westbound,25820,Queen Ln & McMichael St,40.017276,-75.184906,1,1,0,0,0,0
-8369469.7540064,4868800.20998309,11120,Bus,APC,82,Westbound,25821,Fox St & Midvale Av - detour,40.019664,-75.184226,0,13,0,0,0,0
-8365775.39406544,4868454.26125384,11121,Bus,APC,82,Westbound,27462,Hunting Park Av & 15th St,40.017284,-75.151039,14,9,14,7,8,5
-8366236.47939631,4868173.73185776,11122,Bus,APC,82,Westbound,27463,Hunting Park Av & 17th St,40.015354,-75.155181,11,39,6,22,4,14
-8370475.41428622,4867382.47821522,11123,Bus,APC,82,Westbound,27755,Midvale Av & Creswell St,40.00991,-75.19326,0,0,0,0,0,1
-8357859.01979716,4869390.82176903,11124,Bus,APC,82,Westbound,30219,Penn St & Pratt St,40.023727,-75.079925,61,31,40,16,43,17
-8368452.29386054,4867334.22599365,11125,Bus,APC,82,Westbound,31720,Bakers Centre & Fox St - onsite 1,40.009578,-75.175086,17,82,17,51,9,46
-8368755.52815347,4867513.86497193,11126,Bus,APC,82,Westbound,31745,Bakers Center & Roberts Av,40.010814,-75.17781,1,13,2,4,3,1
-8371442.78066121,4867843.7929281,11127,Bus,APC,82,Westbound,32269,Ridge Av & School House Ln,40.013084,-75.20195,0,4,1,2,0,1
-8368376.7079263,4867002.13499129,11128,Bus,APC,82,Westbound,32307,Hunting Park Av & Westmoreland St,40.007293,-75.174407,6,13,3,12,1,5
-8345006.51666814,4878422.71136279,11129,Bus,APC,84,Northbound,410,Philadelphia Mills & Marshalls,40.08583,-74.964469,14,69,13,48,0,49
-8356816.95804385,4867879.83858557,11130,Bus,APC,84,Northbound,487,Bridge St & Torresdale Av,40.013332,-75.070564,23,41,14,11,12,12
-8355196.48021637,4867937.54097926,11131,Bus,APC,84,Northbound,1089,Tacony St & Comly St,40.013729,-75.056007,9,19,13,30,18,26
-8352851.53514281,4870328.05226092,11132,Bus,APC,84,Northbound,1090,Torresdale Av & Cottman Av - FS,40.030174,-75.034942,75,21,41,11,31,10
-8351452.80574099,4870562.11930111,11133,Bus,APC,84,Northbound,1091,Rhawn St & State Rd,40.031784,-75.022377,6,53,3,33,1,23
-8348353.67111731,4872613.13181606,11134,Bus,APC,84,Northbound,1092,State Rd & Linden  Av,40.04589,-74.994537,1,9,1,2,0,3
-8347159.54693957,4873850.25483496,11135,Bus,APC,84,Northbound,1093,Grant Av & James St - FS,40.054397,-74.98381,27,3,6,2,2,1
-8347365.9332755,4875198.51229515,11136,Bus,APC,84,Northbound,1094,Morrell Av & Frankford Av - FS,40.063667,-74.985664,17,14,12,7,5,9
-8345146.66790705,4879235.36404113,11137,Bus,APC,84,Northbound,1095,Knights Rd & Franklin Mill Blvd,40.091415,-74.965728,0,10,0,10,0,7
-8347669.94680486,4882623.61477622,11138,Bus,APC,84,Northbound,1096,Southhampton Rd & Roosevelt Blvd - FS,40.114696,-74.988395,1,12,2,7,0,0
-8350051.4046714,4885558.14442469,11139,Bus,APC,84,Northbound,1097,County Line Rd & Bustleton Av - FS,40.134853,-75.009788,0,10,0,1,0,0
-8345720.85384056,4879976.9223236,11140,Bus,APC,84,Northbound,1475,Academy Rd & Torrey Rd,40.096511,-74.970886,3,0,0,0,0,0
-8347500.96381783,4882337.15276531,11141,Bus,APC,84,Northbound,1476,Southhampton Rd & Roosevelt - MBNS,40.112728,-74.986877,0,3,0,1,0,0
-8348227.99141221,4883202.82320218,11142,Bus,APC,84,Northbound,1487,Southampton Rd & Carter Rd,40.118675,-74.993408,0,0,0,0,0,0
-8346143.75658608,4878020.84760457,11143,Bus,APC,84,Northbound,1524,Knights Rd & Lancelot Pl - MBFS,40.083068,-74.974685,1,10,2,3,0,5
-8347847.50139267,4874752.99981426,11144,Bus,APC,84,Northbound,7523,Frankford Av & Grant Av - FS,40.060604,-74.98999,10,12,0,1,4,2
-8347470.35095786,4881898.45109945,11145,Bus,APC,84,Northbound,10485,McNulty Rd & Southampton Rd,40.109714,-74.986602,0,2,0,0,0,0
-8357439.45663637,4869218.41705666,11146,Bus,APC,84,Northbound,15803,Bridge St & Darrah St,40.022541,-75.076156,13,0,5,0,5,0
-8357322.23721256,4869074.21575405,11147,Bus,APC,84,Northbound,15804,Bridge St & Duffield St,40.021549,-75.075103,11,0,4,0,3,0
-8357247.54183424,4868962.72283728,11148,Bus,APC,84,Northbound,15805,Bridge St & Hawthorne St - FS,40.020782,-75.074432,5,0,3,0,1,0
-8357142.23359595,4868800.79141968,11149,Bus,APC,84,Northbound,15806,Bridge St & Charles St,40.019668,-75.073486,9,6,4,2,7,2
-8357018.22368321,4868572.28946423,11150,Bus,APC,84,Northbound,15807,Bridge St & Edrick St - FS,40.018096,-75.072372,0,2,0,1,0,0
-8356970.69026064,4868412.10866192,11151,Bus,APC,84,Northbound,15808,Bridge St & Cottage St,40.016994,-75.071945,6,13,5,7,1,4
-8356926.49642279,4868262.97713673,11152,Bus,APC,84,Northbound,15809,Bridge St & Jackson St,40.015968,-75.071548,7,10,6,3,4,3
-8356861.93111813,4868034.48757018,11153,Bus,APC,84,Northbound,15810,Bridge St & Dittman St,40.014396,-75.070968,8,9,6,5,2,6
-8345105.92497342,4879247.00502944,11154,Bus,APC,84,Northbound,17062,Franklin Mills Dr & Knights Rd,40.091495,-74.965362,0,0,0,0,0,0
-8349174.87500089,4883959.09130195,11155,Bus,APC,84,Northbound,20375,Worthington Rd & Southampton Rd - FS,40.12387,-75.001914,1,1,0,0,0,0
-8345161.13944085,4878565.44821461,11156,Bus,APC,84,Northbound,21117,Phila Mills & Liberty Bell - MBFS,40.086811,-74.965858,14,11,1,0,4,4
-8345153.45839599,4878780.79414668,11157,Bus,APC,84,Northbound,21118,Franklin Mills & Liberty Bell Blvd,40.088291,-74.965789,4,8,2,7,3,20
-8347673.39770907,4874890.59310818,11158,Bus,APC,84,Northbound,21876,Frankford Av & Stevenson St,40.06155,-74.988426,3,1,3,1,0,1
-8347520.44472872,4875014.80687686,11159,Bus,APC,84,Northbound,21877,Frankford Av & Carteret Dr,40.062404,-74.987052,2,3,3,0,0,0
-8357532.07445271,4869401.28825616,11160,Bus,APC,84,Northbound,21969,Frankford Transit Center - Rt 84,40.023799,-75.076988,448,0,200,0,163,0
-8356754.06253155,4867661.96783815,11161,Bus,APC,84,Northbound,22472,Bridge St & Harbison Av,40.011833,-75.069999,4,14,2,8,4,4
-8356687.82743453,4867364.16559747,11162,Bus,APC,84,Northbound,22473,Bridge St & Eadom St - FS,40.009784,-75.069404,18,25,6,8,4,6
-8356577.39849966,4867196.73751687,11163,Bus,APC,84,Northbound,22492,Tacony St & Bridge St - FS,40.008632,-75.068412,5,6,4,0,5,0
-8356107.74156801,4867324.77905003,11164,Bus,APC,84,Northbound,22496,Tacony St & Fraley St,40.009513,-75.064193,1,7,1,1,0,0
-8355709.44042995,4867547.14795533,11165,Bus,APC,84,Northbound,22500,Tacony St & Carver St,40.011043,-75.060615,0,23,0,5,0,3
-8355476.78269419,4867732.3138406,11166,Bus,APC,84,Northbound,22501,Tacony St & Van Kirk St,40.012317,-75.058525,3,17,3,2,1,3
-8354950.13018325,4868098.29551363,11167,Bus,APC,84,Northbound,22502,Tacony St & Comly St - MBFS,40.014835,-75.053794,1,13,0,7,0,2
-8354753.98524047,4868210.79616766,11168,Bus,APC,84,Northbound,22504,Tacony St & Devereux St - FS,40.015609,-75.052032,3,1,0,2,0,0
-8354567.19113492,4868336.67050492,11169,Bus,APC,84,Northbound,22505,Tacony St & Robbins Av,40.016475,-75.050354,0,4,0,0,0,0
-8354201.95188562,4868270.6807571,11170,Bus,APC,84,Northbound,22508,Milnor St & Levick St,40.016021,-75.047073,1,4,0,1,0,0
-8354199.39153734,4868565.1670324,11171,Bus,APC,84,Northbound,22510,State Rd & Elbridge St - FS,40.018047,-75.04705,2,1,1,0,1,1
-8353927.66066031,4868744.24687058,11172,Bus,APC,84,Northbound,22514,State Rd & Magee Av - FS,40.019279,-75.044609,9,9,1,3,3,2
-8353747.54572421,4868851.23117381,11173,Bus,APC,84,Northbound,22516,State Rd & Unruh Av,40.020015,-75.042991,6,4,2,2,1,1
-8353442.64163892,4868931.61551959,11174,Bus,APC,84,Northbound,22519,State Rd & Knorr St,40.020568,-75.040252,0,5,1,3,1,2
-8353170.9107619,4869114.62679474,11175,Bus,APC,84,Northbound,22527,State Rd & Milnor St,40.021827,-75.037811,0,0,0,0,0,0
-8352807.34130497,4869467.86700231,11176,Bus,APC,84,Northbound,22528,State Rd & Friendship St,40.024257,-75.034545,2,13,2,6,0,8
-8352730.08557836,4870092.82772073,11177,Bus,APC,84,Northbound,22532,Cottman Av & Edmund St,40.028556,-75.033851,1,3,1,1,1,0
-8352579.80426579,4870508.76316042,11178,Bus,APC,84,Northbound,22533,Torresdale Av & Bleigh Av,40.031417,-75.032501,6,9,3,3,2,4
-8352408.26093047,4870625.79812271,11179,Bus,APC,84,Northbound,22534,Torresdale Av & Shelmire Av,40.032222,-75.03096,6,10,4,6,2,7
-8352210.33487584,4870758.39095391,11180,Bus,APC,84,Northbound,22536,Torresdale Av & Sheffield Av,40.033134,-75.029182,12,15,11,12,9,9
-8352016.63896186,4870888.65932174,11181,Bus,APC,84,Northbound,22540,Torresdale Av & Hartel Av,40.03403,-75.027442,5,8,3,4,3,1
-8351892.74036861,4870972.40417624,11182,Bus,APC,84,Northbound,22541,Torresdale Av & Decatur St,40.034606,-75.026329,0,3,0,1,1,2
-8351774.63038888,4871052.95110984,11183,Bus,APC,84,Northbound,22542,Torresdale Av & Rhawn St,40.03516,-75.025268,14,8,6,3,7,3
-8351637.93005418,4870801.71662738,11184,Bus,APC,84,Northbound,22543,Rhawn St & Tulip St,40.033432,-75.02404,2,6,0,0,0,0
-8351116.39823982,4870668.54167069,11185,Bus,APC,84,Northbound,22548,State Rd & Rhawn Corrections - 1 MBFS,40.032516,-75.019355,2,29,0,5,1,3
-8350860.80868896,4870855.94668005,11186,Bus,APC,84,Northbound,22551,State Rd & Rhawn Corrections - 2 MBFS,40.033805,-75.017059,1,1,0,1,0,0
-8350513.38055819,4871108.9272523,11187,Bus,APC,84,Northbound,22554,State Rd & Ashburner St - 2 MBNS,40.035545,-75.013938,0,15,0,5,0,1
-8350229.73849565,4871309.7170021,11188,Bus,APC,84,Northbound,22555,State Rd & Ashburner St,40.036926,-75.01139,2,17,0,6,0,1
-8349508.72215378,4871759.43682074,11189,Bus,APC,84,Northbound,22556,State Rd & Pennypack St,40.040019,-75.004913,0,3,0,0,0,1
-8348166.76569227,4872754.04000019,11190,Bus,APC,84,Northbound,22557,State Rd & Arendell Av,40.046859,-74.992858,1,9,1,4,0,2
-8347860.19181462,4872983.8017065,11191,Bus,APC,84,Northbound,22558,State Rd & Delaire Rd - FS,40.048439,-74.990104,7,14,7,13,4,11
-8347656.36582698,4873153.50886727,11192,Bus,APC,84,Northbound,22559,State Rd & Convent Ln,40.049606,-74.988273,6,1,2,2,1,1
-8347243.59315512,4873480.71596484,11193,Bus,APC,84,Northbound,22560,State Rd & Fitler St,40.051856,-74.984565,0,2,1,3,0,0
-8347079.73086467,4873721.54728939,11194,Bus,APC,84,Northbound,22561,Grant Av & State Rd - FS,40.053512,-74.983093,0,4,1,3,1,1
-8347596.9212189,4874388.37227986,11195,Bus,APC,84,Northbound,22562,Grant Av & Torresdale Av,40.058097,-74.987739,2,0,0,2,2,0
-8347476.36221037,4875366.65737328,11196,Bus,APC,84,Northbound,22563,Morrell Av & Crestmont Av - MBNS,40.064823,-74.986656,14,6,7,4,8,2
-8347659.8167312,4875788.92355311,11197,Bus,APC,84,Northbound,22564,Morrell Av & Crown Av,40.067726,-74.988304,2,10,1,6,2,4
-8347582.44968509,4876344.31170768,11198,Bus,APC,84,Northbound,22566,Morrell Av & Crown Av,40.071544,-74.987609,3,15,2,5,6,2
-8347750.65343568,4876797.16956424,11199,Bus,APC,84,Northbound,22568,Morrell Av & Keswick Rd,40.074657,-74.98912,2,10,2,3,0,3
-8347585.90058931,4876945.84761755,11200,Bus,APC,84,Northbound,22570,Keswick Rd & Red Lion Rd,40.075679,-74.98764,11,14,2,8,3,11
-8347262.29482957,4876746.68936273,11201,Bus,APC,84,Northbound,22571,Red Lion Rd & Waldemire Rd,40.07431,-74.984733,4,9,3,6,1,4
-8346902.17627686,4876428.10267044,11202,Bus,APC,84,Northbound,22572,Red Lion Rd & Knights Rd,40.07212,-74.981498,2,6,2,3,0,2
-8346706.81057052,4876781.60359571,11203,Bus,APC,84,Northbound,22575,Knights Rd & Ellicott Rd,40.07455,-74.979743,0,1,0,0,0,0
-8346649.92631072,4876941.48325935,11204,Bus,APC,84,Northbound,22576,Knights Rd & Dundee Av,40.075649,-74.979232,0,6,1,0,0,1
-8346506.43548709,4877373.27307899,11205,Bus,APC,84,Northbound,22577,Knights Rd & Dorchester Rd - MBFS,40.078617,-74.977943,0,0,0,0,0,1
-8346420.60815968,4877622.34638583,11206,Bus,APC,84,Northbound,22578,Knights Rd & Chalfont Dr,40.080329,-74.977172,2,5,0,4,0,2
-8346306.83964009,4877771.18231479,11207,Bus,APC,84,Northbound,22579,Knights Rd & Patrician Dr,40.081352,-74.97615,1,2,0,0,0,0
-8346029.98806649,4878211.30164002,11208,Bus,APC,84,Northbound,22581,Knights Rd & Fairdale Rd,40.084377,-74.973663,1,17,1,10,0,3
-8345830.3922195,4878541.00383713,11209,Bus,APC,84,Northbound,22582,Knights Rd & Woodhaven Rd,40.086643,-74.97187,3,18,0,4,1,4
-8345690.24098059,4878727.97575836,11210,Bus,APC,84,Northbound,22583,Knights Rd & Woodhaven Rd - FS,40.087928,-74.970611,0,2,0,1,0,1
-8345389.56703596,4879010.55013808,11211,Bus,APC,84,Northbound,22584,Knights Rd & Nanton Dr,40.08987,-74.96791,0,5,0,4,1,3
-8345066.85183215,4879147.03848808,11212,Bus,APC,84,Northbound,22585,Franklin Mills & Design Center Dr,40.090808,-74.965011,2,11,1,12,0,9
-8345023.54855023,4879122.15614335,11213,Bus,APC,84,Northbound,22586,Franklin Mills & Design Center Dr,40.090637,-74.964622,1,0,2,2,0,0
-8345196.7616779,4879398.04809334,11214,Bus,APC,84,Northbound,22587,Academy Rd & Biscayne Dr - FS,40.092533,-74.966178,1,1,1,0,0,0
-8345308.86040513,4879559.57068165,11215,Bus,APC,84,Northbound,22588,Academy Rd & Bandon Dr,40.093643,-74.967185,1,1,0,1,0,0
-8345458.36248126,4879726.62564338,11216,Bus,APC,84,Northbound,22589,Academy Rd & Nanton Dr,40.094791,-74.968528,0,0,1,1,0,0
-8346255.07607687,4879991.47465077,11217,Bus,APC,84,Northbound,22590,Academy Rd & Medford Rd,40.096611,-74.975685,0,0,0,1,0,0
-8346476.71318305,4880250.65517981,11218,Bus,APC,84,Northbound,22592,Byberry Rd & Medford Rd,40.098392,-74.977676,0,0,0,1,0,0
-8346511.55618367,4880358.9279992,11219,Bus,APC,84,Northbound,22593,Byberry Rd & Dunks Ferry Rd,40.099136,-74.977989,1,1,0,0,0,0
-8346711.15203065,4880593.23210492,11220,Bus,APC,84,Northbound,22600,Byberry Rd & Barbary Rd - FS,40.100746,-74.979782,0,5,0,0,0,0
-8346942.91921049,4880839.18461513,11221,Bus,APC,84,Northbound,22601,Byberry Rd & Thornton Rd,40.102436,-74.981864,0,0,0,1,0,0
-8346959.95109258,4881136.66433515,11222,Bus,APC,84,Northbound,22602,Townsend Rd & Byberry Rd - MBFS,40.10448,-74.982017,0,0,0,0,0,0
-8346523.46736917,4881475.92437664,11223,Bus,APC,84,Northbound,22603,Townsend Rd & McNulty Rd,40.106811,-74.978096,6,7,0,1,0,0
-8346751.00440836,4881779.68186242,11224,Bus,APC,84,Northbound,22604,McNulty Rd & Commerce Way,40.108898,-74.98014,3,5,0,2,0,0
-8347069.48947152,4881902.38098826,11225,Bus,APC,84,Northbound,22605,McNulty Rd & Black Lake Pl,40.109741,-74.983001,0,1,0,1,0,0
-8348419.01565841,4883383.76909784,11226,Bus,APC,84,Northbound,22606,Southampton Rd & Endicott St,40.119918,-74.995124,1,1,0,0,0,0
-8348554.93675666,4883509.83633509,11227,Bus,APC,84,Northbound,22607,Southampton Rd & London Rd,40.120784,-74.996345,1,2,0,2,0,0
-8348809.74707109,4883730.38507493,11228,Bus,APC,84,Northbound,22608,Southampton Rd & Kovats Dr,40.122299,-74.998634,2,3,0,2,0,0
-8349344.74854384,4883732.56875039,11229,Bus,APC,84,Northbound,22609,Worthington Rd & Napier St,40.122314,-75.00344,0,0,0,1,0,0
-8349445.04740505,4883598.20081769,11230,Bus,APC,84,Northbound,22610,Worthington Rd & Michelle Dr,40.121391,-75.004341,0,0,0,0,0,0
-8349591.9891329,4883403.85822671,11231,Bus,APC,84,Northbound,22611,Worthington Rd & Lindenhurst St,40.120056,-75.005661,0,0,0,1,0,0
-8349741.37988954,4883209.51945152,11232,Bus,APC,84,Northbound,22612,Worthington Rd & Byberry Rd,40.118721,-75.007003,0,1,0,0,0,0
-8349961.34720335,4883378.2373159,11233,Bus,APC,84,Northbound,22613,Byberry Rd & Stevens Rd,40.11988,-75.008979,0,1,0,0,0,0
-8350114.30018369,4883497.17130914,11234,Bus,APC,84,Northbound,22614,Byberry Rd & Kelvin Av,40.120697,-75.010353,0,2,0,0,0,0
-8350267.14184455,4883613.19519863,11235,Bus,APC,84,Northbound,22615,Byberry Rd & Lindsay St,40.121494,-75.011726,0,0,0,0,0,0
-8350415.75336476,4883729.80276155,11236,Bus,APC,84,Northbound,22616,Byberry Rd & Proctor Rd,40.122295,-75.013061,0,3,1,3,0,0
-8350540.65383343,4883826.46725092,11237,Bus,APC,84,Northbound,22617,Byberry Rd & Lewis St,40.122959,-75.014183,1,7,0,0,0,0
-8350927.9343419,4884125.78376593,11238,Bus,APC,84,Northbound,22618,Byberry Rd & Depue Av,40.125015,-75.017662,1,3,0,2,0,0
-8351338.14666547,4884444.47263194,11239,Bus,APC,84,Northbound,22619,Byberry Rd & Audubon - MBFS,40.127204,-75.021347,0,4,0,2,0,0
-8351531.73125997,4884594.43028574,11240,Bus,APC,84,Northbound,22620,Byberry Rd & Blakeslee Dr,40.128234,-75.023086,0,0,0,0,0,0
-8351668.43159466,4884755.01852589,11241,Bus,APC,84,Northbound,22621,Philmont Av & Byberry Rd - FS,40.129337,-75.024314,0,0,1,1,0,0
-8351305.86401315,4884740.60478773,11242,Bus,APC,84,Northbound,22622,Philmont Av & Cardella St,40.129238,-75.021057,0,0,0,0,0,0
-8351009.42020916,4884846.59721129,11243,Bus,APC,84,Northbound,22623,Philmont Av & Erwin St,40.129966,-75.018394,0,0,0,0,0,0
-8350836.20708149,4884916.62854257,11244,Bus,APC,84,Northbound,22624,Philmont Av & Napier St,40.130447,-75.016838,0,0,0,0,0,0
-8350645.0715158,4884970.49913464,11245,Bus,APC,84,Northbound,22625,Philmont Av & Barcalow St,40.130817,-75.015121,0,0,0,1,0,0
-8346586.25156198,4877115.18620045,11246,Bus,APC,84,Northbound,22936,Kinghts Rd & Dorchester Rd,40.076843,-74.97866,0,0,1,0,1,1
-8346740.8743347,4881269.39789623,11247,Bus,APC,84,Northbound,23054,Townsend Rd & Old Townsend Rd,40.105392,-74.980049,0,0,1,4,0,0
-8348989.7506877,4883873.05288414,11248,Bus,APC,84,Northbound,23324,Southampton Rd & Theresa Dr,40.123279,-75.000251,0,0,0,0,0,0
-8345061.73113557,4878958.31255727,11249,Bus,APC,84,Northbound,23734,Franklin Mills & Design Ctr - MBFS,40.089511,-74.964965,0,10,0,3,1,3
-8346381.53501842,4879939.81398611,11250,Bus,APC,84,Northbound,23736,Byberry Rd & Academy Rd - FS,40.096256,-74.976821,7,0,1,2,0,0
-8347100.10233149,4881017.90423616,11251,Bus,APC,84,Northbound,23739,Byberry Rd & Townsend Rd,40.103664,-74.983276,0,3,0,1,0,0
-8350169.40333164,4885278.73191841,11252,Bus,APC,84,Northbound,26143,Bustleton Av & Southampton Rd,40.132934,-75.010848,1,4,0,0,0,0
-8350074.3364865,4885375.41153858,11253,Bus,APC,84,Northbound,26144,Bustleton Av & Southampton Rd - MBFS,40.133598,-75.009994,9,3,1,1,0,0
-8349919.71371379,4871496.11633982,11254,Bus,APC,84,Northbound,27731,State Rd & Ashburner St - MBFS,40.038208,-75.008605,0,3,0,0,0,0
-8348801.28678979,4872274.32054134,11255,Bus,APC,84,Northbound,27732,State Rd & Pennypack St - MBFS,40.04356,-74.998558,1,2,0,0,0,0
-8347338.77131975,4873405.3846626,11256,Bus,APC,84,Northbound,27733,State Rd & James St,40.051338,-74.98542,3,13,2,8,6,5
-8347129.82463553,4876648.93016494,11257,Bus,APC,84,Northbound,27734,Red Lion Rd & Waldemire Rd - MBFS,40.073638,-74.983543,0,1,0,0,0,0
-8346981.21311532,4876506.36639724,11258,Bus,APC,84,Northbound,27735,Red Lion Rd & Knights Rd - MBNS,40.072658,-74.982208,1,20,1,8,0,5
-8345567.90086021,4878843.5072545,11259,Bus,APC,84,Northbound,27736,Knights Rd & Liberty Bell Blvd,40.088722,-74.969512,2,13,1,7,0,13
-8347927.31746757,4882902.3700671,11260,Bus,APC,84,Northbound,27738,Southampton Rd & Arbours Way,40.116611,-74.990707,0,1,2,0,0,0
-8350423.43440963,4885085.95790493,11261,Bus,APC,84,Northbound,30819,Philmont Av & Overhill Av,40.13161,-75.01313,1,2,1,1,0,0
-8350693.49549429,4870976.91129783,11262,Bus,APC,84,Northbound,30985,State Rd & Ashburner St - 1 MBNS,40.034637,-75.015556,0,6,0,3,0,4
-8347798.18685825,4882764.66542795,11263,Bus,APC,84,Northbound,31092,Southhampton Rd & Roosevelt Blvd - MBFS,40.115665,-74.989547,0,2,0,1,0,0
-8352501.65798325,4869727.93542679,11264,Bus,APC,84,Northbound,31196,Cottman Av & State Rd - FS,40.026046,-75.031799,2,9,0,1,1,2
-8345006.51666814,4878422.71136279,11265,Bus,APC,84,Southbound,410,Philadelphia Mills & Marshalls,40.08583,-74.964469,72,9,59,10,69,0
-8347766.79476185,4876815.49961461,11266,Bus,APC,84,Southbound,414,Keswick Rd & Morrell Av,40.074783,-74.989265,5,3,4,0,4,0
-8351378.88959911,4870501.05780144,11267,Bus,APC,84,Southbound,1019,State Rd & Rhawn St,40.031364,-75.021713,53,4,30,3,18,3
-8350051.4046714,4885558.14442469,11268,Bus,APC,84,Southbound,1097,County Line Rd & Bustleton Av - FS,40.134853,-75.009788,12,0,6,0,0,0
-8347697.10876061,4882626.96270442,11269,Bus,APC,84,Southbound,1099,Southampton Rd & Roosevelt Blvd,40.114719,-74.988639,12,3,8,1,0,0
-8345185.74104832,4879242.49414484,11270,Bus,APC,84,Southbound,1100,Knights Rd & Academy Rd - FS,40.091464,-74.966079,9,0,3,0,4,0
-8347367.60306786,4875163.45818756,11271,Bus,APC,84,Southbound,1101,Morrell Av & Frankford Av,40.063426,-74.985679,15,46,13,29,14,24
-8347172.23736152,4873839.78365015,11272,Bus,APC,84,Southbound,1102,Grant Av & James St - Torresdale Station,40.054325,-74.983924,7,3,0,1,2,4
-8352865.11612069,4870341.28198979,11273,Bus,APC,84,Southbound,1104,Torresdale Av & Cottman Av,40.030265,-75.035064,0,5,1,4,0,3
-8355188.79917151,4867965.73824083,11274,Bus,APC,84,Southbound,1105,Tacony St & Comly St,40.013923,-75.055938,26,8,41,14,27,11
-8356794.02622874,4867845.97310528,11275,Bus,APC,84,Southbound,1246,Bridge St & Torresdale Av,40.013099,-75.070358,10,18,5,9,5,8
-8346925.10809196,4880792.46772159,11276,Bus,APC,84,Southbound,1520,Byberry Rd  & Thornton Rd - FS,40.102115,-74.981704,0,0,2,0,0,0
-8356840.66909539,4868021.26091801,11277,Bus,APC,84,Southbound,15774,Bridge St & Ditman St,40.014305,-75.070777,29,4,8,4,12,5
-8356906.12495598,4868248.58737134,11278,Bus,APC,84,Southbound,15776,Bridge St & Jackson St,40.015869,-75.071365,16,5,6,4,7,4
-8356950.31879382,4868398.73615295,11279,Bus,APC,84,Southbound,15777,Bridge St & Cottage St,40.016902,-75.071762,8,0,3,3,0,3
-8356985.94103087,4868525.19429563,11280,Bus,APC,84,Southbound,15780,Bridge St & Walker St,40.017772,-75.072082,0,0,0,0,0,0
-8357015.66333492,4868625.05376132,11281,Bus,APC,84,Southbound,15781,Bridge St & Erdrick St - FS,40.018459,-75.072349,2,0,0,0,0,0
-8357117.63198848,4868794.10490092,11282,Bus,APC,84,Southbound,15783,Bridge St & Charles St,40.019622,-75.073265,7,11,3,2,1,3
-8357235.63064873,4868976.53219182,11283,Bus,APC,84,Southbound,15785,Bridge St & Hawthorne St,40.020877,-75.074325,2,4,0,2,1,0
-8357298.52616102,4869068.69195552,11284,Bus,APC,84,Southbound,15787,Bridge St & Duffield St,40.021511,-75.07489,1,5,0,2,0,1
