X,Y,FID,Mode,Source,Route,Direction,Stop_Code,Stop,Lat,Lon,Weekdays_O,Weekdays_1,Saturdays_,Saturdays1,Sundays_On,Sundays_Of
-8375887.99056757,4861115.57754136,3740,Bus,APC,30,Eastbound,21402,Vine St & 61st St,39.966777,-75.241882,7,3,6,2,8,2
-8375669.69304613,4861078.53972003,3741,Bus,APC,30,Eastbound,21403,Vine St & 60th St,39.966522,-75.239921,7,6,4,0,6,5
-8375228.86786259,4861008.09561759,3742,Bus,APC,30,Eastbound,21404,Vine St & 58th St,39.966037,-75.235961,7,4,3,0,4,2
-8375010.68166063,4860971.05819718,3743,Bus,APC,30,Eastbound,21405,Vine St & 57th St,39.965782,-75.234001,8,7,8,10,5,6
-8374788.93323497,4860936.05433074,3744,Bus,APC,30,Eastbound,21406,Vine St & 56th St,39.965541,-75.232009,16,14,10,5,6,5
-8374568.96592116,4860900.61485725,3745,Bus,APC,30,Eastbound,21407,Vine St & 55th St,39.965297,-75.230033,10,8,3,6,3,4
-8374315.93671859,4860856.89666459,3746,Bus,APC,30,Eastbound,21408,Vine St & 54th St,39.964996,-75.22776,10,1,5,0,5,3
-8374139.2726867,4860831.91492664,3747,Bus,APC,30,Eastbound,21409,Vine St & 53rd St,39.964824,-75.226173,3,2,2,3,1,1
-8373681.52694056,4860742.73644448,3748,Bus,APC,30,Eastbound,21410,Haverford Av & 51st St,39.96421,-75.222061,9,4,4,2,4,3
-8373469.12935213,4860681.29961732,3749,Bus,APC,30,Eastbound,21411,Haverford Av & 50th St,39.963787,-75.220153,21,11,11,9,10,8
-8373252.61294253,4860584.86054181,3750,Bus,APC,30,Eastbound,21412,Haverford Av & 49th St,39.963123,-75.218208,2,1,0,1,0,1
-8373053.90765147,4860487.26050329,3751,Bus,APC,30,Eastbound,21413,Haverford Av & 48th St,39.962451,-75.216423,4,10,3,5,4,2
-8372703.13993598,4860497.28189162,3752,Bus,APC,30,Eastbound,21415,Haverford Av & 46th St,39.96252,-75.213272,7,9,4,3,0,4
-8372413.48662093,4860495.10332809,3753,Bus,APC,30,Eastbound,21416,Haverford Av & 44th St,39.962505,-75.21067,6,8,3,5,1,3
-8372247.84321863,4860463.44159189,3754,Bus,APC,30,Eastbound,21417,Haverford Av & 43rd St,39.962287,-75.209182,2,2,0,2,2,2
-8372001.604505,4860486.24384127,3755,Bus,APC,30,Eastbound,21418,Haverford Av & 42nd St,39.962444,-75.20697,4,5,2,3,2,1
-8371855.44201359,4860500.04140613,3756,Bus,APC,30,Eastbound,21419,Haverford Av & 41st St,39.962539,-75.205657,6,5,2,7,3,2
-8371676.3289529,4860520.51993247,3757,Bus,APC,30,Eastbound,21420,Haverford Av & Preston St,39.96268,-75.204048,1,3,1,1,2,6
-8371497.10457272,4860539.40088071,3758,Bus,APC,30,Eastbound,21421,Haverford Av & 40th St,39.96281,-75.202438,6,22,2,12,4,13
-8371482.63303892,4860378.76872913,3759,Bus,APC,30,Eastbound,21422,40th St & Spring Garden St,39.961704,-75.202308,7,1,1,2,5,0
-8371468.16150512,4860198.6779055,3760,Bus,APC,30,Eastbound,21423,40th St & Baring St,39.960464,-75.202178,7,4,1,2,2,1
-8371452.91073488,4860019.75219243,3761,Bus,APC,30,Eastbound,21424,40th St & Powelton Av,39.959232,-75.202041,2,0,1,2,1,3
-8371486.08394313,4859520.60715827,3762,Bus,APC,30,Eastbound,21425,40th St & Chestnut St,39.955795,-75.202339,1,8,1,3,0,3
-8371518.36659546,4859298.41799059,3763,Bus,APC,30,Eastbound,21426,40th St & Walnut St - FS,39.954265,-75.202629,10,27,3,9,4,8
-8371952.28997057,4859320.63668367,3764,Bus,APC,30,Eastbound,21428,42nd St & Walnut St - FS,39.954418,-75.206527,0,1,0,2,1,0
-8371973.55199332,4859193.71488364,3765,Bus,APC,30,Eastbound,21429,42nd St & Locust St,39.953544,-75.206718,1,3,0,0,0,0
-8372003.27429736,4859019.16375282,3766,Bus,APC,30,Eastbound,21430,42nd St & Spruce St,39.952342,-75.206985,2,0,0,2,0,1
-8372026.20611246,4858860.73439206,3767,Bus,APC,30,Eastbound,21431,42nd St & Pine St,39.951251,-75.207191,0,2,1,0,0,0
-8372031.32680904,4858661.35804519,3768,Bus,APC,30,Eastbound,21432,42nd St & Baltimore Av,39.949878,-75.207237,2,1,0,1,0,1
-8372024.5363201,4858474.76399701,3769,Bus,APC,30,Eastbound,21433,42nd St & Chester Av,39.948593,-75.207176,9,7,1,3,5,2
-8371160.80839104,4858509.61398105,3770,Bus,APC,30,Eastbound,21435,University Av & Baltimore Av - MBFS,39.948833,-75.199417,12,11,1,0,1,0
-8370866.03437942,4858070.36791487,3771,Bus,APC,30,Eastbound,21437,Health Sciences Dr & Civic Ctr Blvd - MBFS,39.945808,-75.196769,5,10,0,0,0,0
-8370409.95842563,4858549.98203209,3772,Bus,APC,30,Eastbound,21438,Civic Center Blvd & Convention Av - FS,39.949111,-75.192672,38,39,1,6,2,8
-8370325.02165416,4858695.19220521,3773,Bus,APC,30,Eastbound,21441,33rd St & Spruce St,39.950111,-75.191909,4,2,1,2,1,0
-8370168.72908909,4858860.29875111,3774,Bus,APC,30,Eastbound,21442,33rd St & Locust St,39.951248,-75.190505,1,1,0,1,0,0
-8370112.73538521,4859027.5862827,3775,Bus,APC,30,Eastbound,21443,33rd St & Walnut St,39.9524,-75.190002,0,3,0,0,0,2
-8370052.40022121,4859457.43522253,3776,Bus,APC,30,Eastbound,21445,33rd St & Market St,39.95536,-75.18946,1,15,1,1,1,3
-8369773.87885524,4859511.74854076,3777,Bus,APC,30,Eastbound,21446,JFK Blvd & Market St - FS,39.955734,-75.186958,2,0,1,1,0,0
-8370066.87175501,4859322.81498959,3778,Bus,APC,30,Eastbound,30196,33rd St & Chestnut St - FS,39.954433,-75.18959,1,3,0,1,0,0
-8371403.70751995,4858629.26652351,3779,Bus,APC,30,Eastbound,30814,Woodland Av & 39th St,39.949657,-75.201599,0,3,2,0,0,0
-8371096.24308638,4858349.59547914,3780,Bus,APC,30,Eastbound,31743,University Av & Curie Blvd,39.947731,-75.198837,2,4,0,0,0,1
-8371778.18628697,4859780.41504491,3781,Bus,APC,30,Westbound,347,Market St & 41st St,39.957584,-75.204963,6,2,1,1,3,0
-8371794.32761314,4859962.09581095,3782,Bus,APC,30,Westbound,351,41st St & Powelton Av,39.958835,-75.205108,0,0,0,0,0,0
-8371824.04991718,4860312.25093165,3783,Bus,APC,30,Westbound,364,41st St & Spring Garden Av,39.961246,-75.205375,5,4,1,0,0,3
-8371497.88380916,4859491.27209446,3784,Bus,APC,30,Westbound,421,Chestnut St & 40th St,39.955593,-75.202445,12,5,6,1,1,1
-8371619.33337362,4858558.40416414,3785,Bus,APC,30,Westbound,556,Woodland Av & 40th St,39.949169,-75.203536,2,10,1,1,0,1
-8373954.92760994,4860863.57783772,3786,Bus,APC,30,Westbound,557,Haverford Av & 52nd St,39.965042,-75.224517,23,19,11,9,9,7
-8375359.66826427,4861439.77330984,3787,Bus,APC,30,Westbound,558,Haverford Av & 59th St,39.969009,-75.237136,7,8,3,5,1,4
-8376644.74046599,4861930.15404971,3788,Bus,APC,30,Westbound,559,Haverford Av & 65th St,39.972385,-75.24868,10,16,5,4,4,1
-8370009.09693929,4859495.0478899,3789,Bus,APC,30,Westbound,573,Market St & 33rd St,39.955619,-75.189071,5,0,1,0,3,0
-8371768.83544975,4859533.82248761,3790,Bus,APC,30,Westbound,592,Chestnut St & 41st St,39.955886,-75.204879,1,1,0,0,0,0
-8371231.27362871,4859447.41488343,3791,Bus,APC,30,Westbound,598,Chestnut St & 39th St,39.955291,-75.20005,3,2,1,0,3,0
-8377713.96417505,4860433.08708637,3792,Bus,APC,30,Westbound,1148,69th St Transit Center South Terminal,39.962078,-75.258285,0,6,0,4,0,2
-8369354.31569444,4859491.27209446,3793,Bus,APC,30,Westbound,1537,30th St & Market St - MBNS,39.955593,-75.183189,27,0,10,0,8,0
-8377750.47696804,4860540.56278639,3794,Bus,APC,30,Westbound,2024,69th St Transit Center North Terminal,39.962818,-75.258613,0,149,0,69,0,52
-8377769.17864249,4862079.77147913,3795,Bus,APC,30,Westbound,19536,Lansdowne Av & Haverford Av - FS,39.973415,-75.258781,3,10,4,3,3,3
-8371779.85607934,4858475.78045314,3796,Bus,APC,30,Westbound,20805,Woodland Av & Chester Av,39.9486,-75.204978,0,0,0,0,0,1
-8371991.36311184,4858468.08443069,3797,Bus,APC,30,Westbound,20807,Chester Av & 42nd St,39.948547,-75.206878,11,9,4,3,1,3
-8375765.65044719,4861714.59270801,3798,Bus,APC,30,Westbound,21041,Haverford Av & 61st St,39.970901,-75.240783,2,4,1,1,2,1
-8375979.71782798,4861822.08227991,3799,Bus,APC,30,Westbound,21042,Haverford Av & 62nd St,39.971641,-75.242706,8,5,2,2,2,1
-8371065.63022641,4858332.89678221,3800,Bus,APC,30,Westbound,21230,University Av & Curie Blvd,39.947616,-75.198562,6,0,0,0,1,0
-8371451.24094252,4859733.36157543,3801,Bus,APC,30,Westbound,21248,40th-Market,39.95726,-75.202026,55,14,36,4,26,4
-8370640.1671326,4858309.66385925,3802,Bus,APC,30,Westbound,21439,Civic Center Blvd & Osler Cir,39.947456,-75.19474,31,12,2,1,0,0
-8370317.45192879,4859328.33336673,3803,Bus,APC,30,Westbound,21448,34th St & Chestnut St,39.954471,-75.191841,6,0,0,0,1,0
-8370362.42500307,4859040.80095605,3804,Bus,APC,30,Westbound,21449,34th St & Walnut St - FS,39.952491,-75.192245,5,1,2,0,1,0
-8370404.05849263,4858772.15445768,3805,Bus,APC,30,Westbound,21450,34th St & Spruce St,39.950641,-75.192619,9,5,2,0,1,0
-8371152.23679024,4858554.48351557,3806,Bus,APC,30,Westbound,21451,University Av & VA Medical Center,39.949142,-75.19934,14,3,0,0,1,1
-8365580.0283591,4866519.35118169,3807,Bus,APC,23,Southbound,1178,Germantown Av & Rising Sun Av,40.003971,-75.149284,72,63,50,52,29,32
-8371425.74877912,4858639.28603725,3808,Bus,APC,30,Westbound,21452,Woodland Av & 39th St - FS,39.949726,-75.201797,0,1,0,0,0,0
-8372012.62513458,4858636.5270397,3809,Bus,APC,30,Westbound,21456,42nd St & Baltimore Av,39.949707,-75.207069,1,4,1,1,3,3
-8371989.69331948,4858993.17012803,3810,Bus,APC,30,Westbound,21457,42nd St & Spruce St,39.952163,-75.206863,4,1,0,0,0,0
-8365431.41683889,4864953.88062735,3811,Bus,APC,23,Southbound,1179,Germantown Av & Lehigh Av,39.993198,-75.147949,128,197,90,133,63,101
-8371962.53136373,4859169.31820174,3812,Bus,APC,30,Westbound,21458,42nd St & Locust St,39.953376,-75.206619,1,1,0,3,0,0
-8366304.49560518,4861747.27522499,3813,Bus,APC,23,Southbound,1180,12th St & Girard Av,39.971126,-75.155792,70,164,44,133,31,111
-8371041.80785538,4859660.74863405,3814,Bus,APC,30,Westbound,21463,Market St & 38th St - FS,39.95676,-75.198348,10,6,0,1,2,1
-8371952.28997057,4876994.7285608,3815,Bus,APC,23,Southbound,15427,Germantown Av & Highland Av,40.076015,-75.206527,29,0,19,0,14,0
-8371170.15922826,4859680.64452718,3816,Bus,APC,30,Westbound,21464,Market St & 39th St,39.956897,-75.199501,9,3,3,0,1,1
-8371785.86733184,4876864.37991474,3817,Bus,APC,23,Southbound,15429,Germantown Av & Gravers Ln,40.075119,-75.205032,53,0,43,0,31,0
-8371838.52145099,4860495.10332809,3818,Bus,APC,30,Westbound,21465,41st St & Haverford Av,39.962505,-75.205505,12,13,5,5,7,3
-8371639.81615992,4876750.03530472,3819,Bus,APC,23,Southbound,15430,Germantown Av & Southampton Av,40.074333,-75.20372,14,0,6,0,10,1
-8371980.34248226,4860502.8009214,3820,Bus,APC,30,Westbound,21466,Haverford Av & 42nd St,39.962558,-75.206779,2,2,1,2,2,2
-8372219.79070695,4860478.98197273,3821,Bus,APC,30,Westbound,21467,Haverford Av & 43rd St,39.962394,-75.20893,2,1,3,1,1,1
-8372386.32466518,4860510.64375847,3822,Bus,APC,30,Westbound,21468,Haverford Av & 44th St,39.962612,-75.210426,2,2,1,1,3,2
-8372664.06679471,4860516.16279567,3823,Bus,APC,30,Westbound,21469,Haverford Av & 46th St,39.96265,-75.212921,7,4,3,1,1,1
-8373015.61374664,4860497.86284198,3824,Bus,APC,30,Westbound,21470,Haverford Av & 48th St,39.962524,-75.216079,5,7,3,1,1,0
-8371533.6173657,4876592.92272584,3825,Bus,APC,23,Southbound,15433,Germantown Av & Hartwell Ln,40.073253,-75.202766,45,0,45,0,27,0
-8373233.02071215,4860594.30107261,3826,Bus,APC,30,Westbound,21471,Haverford Av & 49th St,39.963188,-75.218032,1,3,1,2,3,0
-8371435.09961635,4876411.51898615,3827,Bus,APC,23,Southbound,15434,Germantown Av & Abington Av,40.072006,-75.201881,8,0,6,0,4,0
-8373494.62151552,4860707.29766091,3828,Bus,APC,30,Westbound,21472,Haverford Av & 50th St - FS,39.963966,-75.220382,13,13,5,6,7,5
-8371346.71194066,4876262.70348241,3829,Bus,APC,23,Southbound,15435,Germantown Av & Willow Grove Av,40.070983,-75.201087,25,0,31,1,22,1
-8373656.03477717,4860754.35574532,3830,Bus,APC,30,Westbound,21473,Haverford Av & 51st St,39.96429,-75.221832,9,9,5,6,3,5
-8371210.9021619,4876053.52183202,3831,Bus,APC,23,Southbound,15436,Germantown Av & Springfield Av,40.069545,-75.199867,23,2,13,1,7,0
-8374124.8011529,4860935.03762278,3832,Bus,APC,30,Westbound,21474,Haverford Av & 53rd St,39.965534,-75.226043,4,10,4,2,5,1
-8371112.38441254,4875938.750188,3833,Bus,APC,23,Southbound,15437,Germantown Av & Moreland Av,40.068756,-75.198982,11,2,12,2,5,2
-8374543.47375777,4861139.97900502,3834,Bus,APC,30,Westbound,21475,Haverford Av & 55th St,39.966945,-75.229804,9,11,3,6,2,10
-8370693.60048817,4875375.53015995,3835,Bus,APC,23,Southbound,15439,Germantown Av & Roumfort Rd,40.064884,-75.19522,30,13,7,3,14,2
-8374697.20597456,4861195.89925209,3836,Bus,APC,30,Westbound,21476,Haverford Av & 56th St,39.96733,-75.231185,4,16,6,5,2,5
-8370554.3398052,4875246.8028041,3837,Bus,APC,23,Southbound,15440,Germantown Av & McPherson St - MBFS,40.063999,-75.193969,5,3,4,3,2,0
-8370459.27296006,4875073.56896801,3838,Bus,APC,23,Southbound,15441,Germantown Av & Gowen Av,40.062808,-75.193115,20,17,19,7,6,1
-8374964.81803042,4861295.68499481,3839,Bus,APC,30,Westbound,21477,Haverford Av & 57th St,39.968017,-75.233589,5,11,5,8,3,4
-8370333.59325495,4874853.94016246,3840,Bus,APC,23,Southbound,15442,Germantown Av & Allens Ln,40.061298,-75.191986,58,19,45,21,35,10
-8375115.98989892,4861351.6061188,3841,Bus,APC,30,Westbound,21478,Haverford Av & 58th St,39.968402,-75.234947,4,6,0,2,0,1
-8370240.97543861,4874696.27586232,3842,Bus,APC,23,Southbound,15443,Germantown Av & Mt Airy Av,40.060214,-75.191154,96,28,67,18,48,15
-8375566.0546002,4861563.38299642,3843,Bus,APC,30,Westbound,21479,Haverford Av & 60th St,39.96986,-75.23899,10,20,7,7,6,7
-8370061.75105843,4874436.65884125,3844,Bus,APC,23,Southbound,15444,Germantown Av & Mt Pleasant Av,40.058429,-75.189544,92,35,55,23,44,12
-8376194.56444522,4861859.26813248,3845,Bus,APC,30,Westbound,21481,Haverford Av & 63rd St,39.971897,-75.244636,20,9,12,9,5,11
-8369913.13953823,4874224.75239791,3846,Bus,APC,23,Southbound,15460,Germantown Av & Sedgwick St,40.056972,-75.188209,138,33,113,25,87,15
-8376437.46357413,4861896.88989848,3847,Bus,APC,30,Westbound,21482,Haverford Av & 64th St,39.972156,-75.246818,5,12,2,5,2,1
-8369828.20276675,4874013.86853444,3848,Bus,APC,23,Southbound,15462,Germantown Av & Gorgas Ln,40.055522,-75.187446,44,15,21,9,28,7
-8369772.20906288,4873886.9040689,3849,Bus,APC,23,Southbound,15464,Germantown Av & Carpenter Ln - FS,40.054649,-75.186943,3,1,1,4,4,1
-8377146.68004997,4861942.93680996,3850,Bus,APC,30,Westbound,21483,Haverford Av & 67th St,39.972473,-75.253189,4,13,2,6,5,5
-8369694.06278034,4873691.58848468,3851,Bus,APC,23,Southbound,15466,Germantown Av & Slocum St,40.053306,-75.186241,71,12,60,16,41,14
-8369600.55440808,4873470.82688094,3852,Bus,APC,23,Southbound,15467,Germantown Av & Phil Ellena St,40.051788,-75.185401,72,22,39,13,21,5
-8377909.32988139,4861926.81310372,3853,Bus,APC,30,Westbound,21484,Lansdowne Av & 75th St - FS,39.972362,-75.26004,22,7,15,6,10,2
-8369446.04295485,4873104.64686761,3854,Bus,APC,23,Southbound,15492,Germantown Av & Sharpnack St,40.04927,-75.184013,62,16,36,8,27,8
-8370288.50886118,4859507.24662341,3855,Bus,APC,30,Westbound,21486,34th St & Market St - FS,39.955703,-75.191581,29,0,5,0,4,0
-8369395.949184,4872974.34937937,3856,Bus,APC,23,Southbound,15493,Germantown Av & Upsal St,40.048374,-75.183563,48,15,22,16,27,7
-8369519.06854082,4873273.33812417,3857,Bus,APC,23,Southbound,15494,Germantown Av & Hortter St,40.05043,-75.184669,102,35,80,31,63,21
-8376945.30309113,4861900.23083439,3858,Bus,APC,30,Westbound,21488,Haverford Av & 66th St,39.972179,-75.25138,14,12,3,2,1,8
-8369323.70283448,4872792.86644626,3859,Bus,APC,23,Southbound,15495,Germantown Av & Cliveden St,40.047126,-75.182914,57,19,42,9,33,6
-8377320.78373357,4861983.8998571,3860,Bus,APC,30,Westbound,30306,Haverford Av & 68th St,39.972755,-75.254753,2,1,1,2,1,2
-8369201.47403358,4872467.8632463,3861,Bus,APC,23,Southbound,15646,Germantown Av & Duval St,40.044891,-75.181816,76,30,42,16,43,20
-8370775.19767493,4858228.20385238,3862,Bus,APC,30,Westbound,30313,Civic Center Blvd & W Service Dr,39.946895,-75.195953,3,1,0,0,0,0
-8369110.52600961,4872230.98843237,3863,Bus,APC,23,Southbound,15647,Germantown Av & Washington Ln,40.043262,-75.180999,117,15,89,19,57,13
-8369771.31850695,4859455.69255414,3864,Bus,APC,30,Westbound,30653,Market St & JFK Blvd,39.955348,-75.186935,0,0,0,0,0,0
-8369008.66867553,4872065.07764525,3865,Bus,APC,23,Southbound,15648,Germantown Av & Tulpehocken St,40.042121,-75.180084,47,21,22,14,21,10
-8370903.43772832,4858154.58549035,3866,Bus,APC,30,Westbound,30815,Civic Center Blvd & Health Sciences,39.946388,-75.197105,2,1,0,0,1,0
-8368874.41736963,4871849.87760551,3867,Bus,APC,23,Southbound,15649,Germantown Av & Walnut Ln,40.040641,-75.178878,116,49,75,31,67,27
-8372012.62513458,4858835.322035,3868,Bus,APC,30,Westbound,30820,42nd St & Pine St,39.951076,-75.207069,2,3,3,2,3,1
-8368749.62822046,4871651.83953408,3869,Bus,APC,23,Southbound,15651,Germantown Av & Harvey St,40.039279,-75.177757,43,17,34,17,31,9
-8371935.36940798,4859332.25432077,3870,Bus,APC,30,Westbound,30821,42nd St & Walnut St,39.954498,-75.206375,2,3,2,0,0,2
-8368676.60263449,4871534.35626273,3871,Bus,APC,23,Southbound,15652,Germantown Av &  Haines St,40.038471,-75.177101,36,11,22,7,28,8
-8371900.52640736,4859555.46081206,3872,Bus,APC,30,Westbound,30822,42nd St & Chestnut St,39.956035,-75.206062,2,4,1,1,1,0
-8368616.26747048,4871438.39323742,3873,Bus,APC,23,Southbound,15653,Germantown Av & Rittenhouse St,40.037811,-75.176559,25,21,11,8,10,7
-8371811.35949523,4860138.26107047,3874,Bus,APC,30,Westbound,30823,41st St & Baring St,39.960048,-75.205261,2,1,0,0,3,0
-8368522.87041771,4871290.23396628,3875,Bus,APC,23,Southbound,15654,Germantown Av & Price St,40.036792,-75.17572,89,34,44,23,44,18
-8372498.42339241,4860522.84373955,3876,Bus,APC,30,Westbound,30825,Haverford Av & 46th St - MBNS,39.962696,-75.211433,7,4,3,1,2,1
-8368316.48408178,4871037.9757279,3877,Bus,APC,23,Southbound,15655,Germantown Av & Armat St,40.035057,-75.173866,202,44,131,26,107,19
-8374309.92546609,4861028.13945567,3878,Bus,APC,30,Westbound,30826,Haverford Av & 54th St,39.966175,-75.227706,4,9,0,4,1,1
-8368200.93445033,4870940.85438239,3879,Bus,APC,23,Southbound,15700,Germantown Av & School House Ln,40.034389,-75.172828,58,38,41,22,32,16
-8367969.05595101,4870762.31642659,3880,Bus,APC,23,Southbound,15701,Germantown Av & Coulter St,40.033161,-75.170745,101,36,72,46,48,30
-8370442.24107797,4858515.13190641,3881,Bus,APC,30,Westbound,31393,34th St & Convention Av,39.948871,-75.192962,46,21,10,1,9,0
-8367827.23491974,4870647.46064612,3882,Bus,APC,23,Southbound,15702,Germantown Av & Penn St,40.032371,-75.169471,46,32,28,20,22,10
-8379108.46343622,4862828.90935205,3883,Bus,APC,31,Eastbound,563,76th St & City Av - FS,39.978572,-75.270812,178,0,139,0,91,0
-8367654.02179206,4870523.73774314,3884,Bus,APC,23,Southbound,15703,Germantown Av & Bringhurst St,40.03152,-75.167915,65,44,36,27,19,23
-8376239.5375195,4861908.51055,3885,Bus,APC,31,Eastbound,564,63rd St & Master St,39.972236,-75.24504,38,12,12,5,7,7
-8367533.35146404,4870436.21671581,3886,Bus,APC,23,Southbound,15704,Germantown Av & Ashmead St,40.030918,-75.166831,135,93,104,52,86,43
-8371837.63089506,4860848.61782587,3887,Bus,APC,31,Eastbound,567,41st St & Lancaster Av,39.964939,-75.205497,25,83,20,54,15,30
-8367399.21147764,4870337.50206545,3888,Bus,APC,23,Southbound,15705,Germantown Av & Manheim St,40.030239,-75.165626,108,56,79,40,44,32
-8374899.36216984,4860257.93323535,3889,Bus,APC,31,Eastbound,1391,Market St & 56th St,39.960872,-75.233001,86,70,47,39,19,30
-8367205.62688315,4870194.30214707,3890,Bus,APC,23,Southbound,15706,Germantown Av & Seymour St,40.029254,-75.163887,95,41,53,28,56,28
-8374394.08300113,4860180.37853685,3891,Bus,APC,31,Eastbound,1401,Market St & 54th St - FS,39.960338,-75.228462,13,16,12,6,4,5
-8367038.31368849,4870061.28072528,3892,Bus,APC,23,Southbound,15707,Germantown Av & Logan St,40.028339,-75.162384,102,59,63,35,51,31
-8377223.04522065,4862214.42909343,3893,Bus,APC,31,Eastbound,9267,Lansdowne Av & 67th St,39.974342,-75.253875,26,10,14,8,7,3
-8366854.85916766,4869836.09333622,3894,Bus,APC,23,Southbound,15708,Germantown Av & Abbottsford Av,40.02679,-75.160736,37,42,27,41,27,21
-8377385.23771874,4862193.36602355,3895,Bus,APC,31,Eastbound,9268,Lansdowne Av & 68th St,39.974197,-75.255332,19,4,10,3,8,4
-8366740.20009215,4869441.8459981,3896,Bus,APC,23,Southbound,15710,Germantown Av & Berkley St,40.024078,-75.159706,43,38,41,35,18,21
-8377585.72412166,4862163.44201491,3897,Bus,APC,31,Eastbound,9292,Lansdowne Av & Haverford Av - MBFS,39.973991,-75.257133,6,2,4,4,8,1
-8366675.63478748,4869264.35258934,3898,Bus,APC,23,Southbound,15711,Germantown Av & Windrim Av,40.022857,-75.159126,98,140,79,72,53,56
-8367382.17959555,4859049.07828787,3899,Bus,APC,31,Eastbound,10266,Market St & 15th St,39.952548,-75.165473,21,120,8,72,4,43
-8366580.45662286,4869105.17815538,3900,Bus,APC,23,Southbound,15712,Germantown Av & Roberts Av,40.021762,-75.158271,22,12,12,16,10,12
-8367905.38120228,4859132.28763837,3901,Bus,APC,31,Eastbound,10272,Market St & 18th St,39.953121,-75.170173,5,48,3,22,1,17
-8366447.09587289,4868925.51035655,3902,Bus,APC,23,Southbound,15713,Germantown Av & Dennie St,40.020526,-75.157073,83,38,63,30,48,22
-8368077.81509352,4859161.04076971,3903,Bus,APC,31,Eastbound,10275,Market St & 19th St,39.953319,-75.171722,9,43,4,27,1,8
-8368768.32989491,4859272.42363496,3904,Bus,APC,31,Eastbound,10283,Market St & 23rd St,39.954086,-75.177925,11,22,2,7,3,7
-8368915.16030326,4859296.23969001,3905,Bus,APC,31,Eastbound,10285,Market St & 24th St,39.95425,-75.179244,0,7,0,3,1,2
-8368419.23197178,4859215.35246713,3906,Bus,APC,31,Eastbound,18447,Market St & 21st St - FS,39.953693,-75.174789,20,21,7,13,7,6
-8368256.14891777,4859188.1965813,3907,Bus,APC,31,Eastbound,18448,Market St & 20th St,39.953506,-75.173324,11,29,6,16,3,10
-8367557.17383508,4859076.23379335,3908,Bus,APC,31,Eastbound,18451,Market St & 16th St,39.952735,-75.167045,1,74,1,32,1,17
-8366311.28609412,4868730.87391382,3909,Bus,APC,23,Southbound,15715,Germantown Av & Saint Paul St,40.019187,-75.155853,33,23,19,17,21,10
-8375778.45218863,4860399.82795001,3910,Bus,APC,31,Eastbound,18992,Market St & 60th St,39.961849,-75.240898,52,41,29,29,23,17
-8373979.6405369,4860111.10266101,3911,Bus,APC,31,Eastbound,18993,Market St & 52nd St - FS,39.959861,-75.224739,87,84,62,64,31,36
-8366239.03974459,4868580.13868073,3912,Bus,APC,23,Southbound,15716,Germantown Av & Juniata St,40.01815,-75.155204,52,28,35,12,23,14
-8369395.949184,4859379.30588996,3913,Bus,APC,31,Eastbound,18996,Market St & 30th St,39.954822,-75.183563,20,37,6,17,7,12
-8366171.13485521,4868432.02210544,3914,Bus,APC,23,Southbound,15717,Germantown Av & Staub St,40.017131,-75.154594,18,15,11,6,13,6
-8378844.41360406,4862871.03823345,3915,Bus,APC,31,Eastbound,19529,Overbrook Av & Haverford Av,39.978862,-75.26844,47,0,29,0,16,0
-8366104.89975818,4868268.50048657,3916,Bus,APC,23,Southbound,15718,Germantown Av & Hunting Park Av,40.016006,-75.153999,81,162,53,116,37,86
-8378681.33055005,4862754.09471023,3917,Bus,APC,31,Eastbound,19530,Haverford Rd & Sherwood Rd,39.978057,-75.266975,31,0,11,1,5,0
-8366013.95173421,4868043.93518968,3918,Bus,APC,23,Southbound,15719,Germantown Av & Lycoming St,40.014461,-75.153182,33,36,13,14,6,18
-8378525.03798497,4862628.29116625,3919,Bus,APC,31,Eastbound,19531,Haverford Av & Brookhaven Rd,39.977191,-75.265571,15,0,12,0,6,0
-8365913.76419249,4867783.91091572,3920,Bus,APC,23,Southbound,15720,Germantown Av & Pike St,40.012672,-75.152282,20,24,8,15,6,10
-8378371.30576819,4862508.590429,3921,Bus,APC,31,Eastbound,19532,Haverford Av & Woodbine Av,39.976367,-75.26419,37,0,20,2,14,0
-8365704.81750828,4867047.62426146,3922,Bus,APC,23,Southbound,16076,Germantown Av & Venango St,40.007606,-75.150405,43,26,28,13,14,13
-8378255.86745624,4862417.21790069,3923,Bus,APC,31,Eastbound,19533,Haverford Av & Malvern Av,39.975738,-75.263153,22,2,14,2,7,1
-8365649.60304084,4866820.3253264,3924,Bus,APC,23,Southbound,16080,Germantown Av & Tioga St,40.006042,-75.149909,92,96,48,53,27,47
-8368604.35628497,4859245.26759308,3925,Bus,APC,31,Eastbound,20644,Market St & 22nd St - FS,39.953899,-75.176452,15,30,14,17,6,18
-8365540.95521783,4866353.53591325,3926,Bus,APC,23,Southbound,16085,Germantown Av & Westmoreland St,40.00283,-75.148933,18,14,8,4,7,7
-8370251.21683177,4859516.68612987,3927,Bus,APC,31,Eastbound,21447,Market St & 34th St - FS,39.955768,-75.191246,7,61,4,23,2,19
-8365468.70886831,4866101.2578753,3928,Bus,APC,23,Southbound,16087,Germantown Av & Allegheny Av,40.001094,-75.148284,72,144,47,97,31,85
-8378074.9732837,4862312.4819035,3929,Bus,APC,31,Eastbound,21489,Haverford Av & Rhoads St,39.975017,-75.261528,36,19,21,11,10,7
